id,annotation
CAE7263380.1,Znfx1
WP_054403959.1,hypothetical protein
CAE8692700.1,unnamed protein product
XP_045602727.1,vicilin Car i 
WP_074693495.1,hypothetical protein
XP_044560803.1,uncharacterized protein FDP41_004766
XP_044560803.1,uncharacterized protein FDP41_004766
XP_044560803.1,uncharacterized protein FDP41_004766
XP_044560803.1,uncharacterized protein FDP41_004766
XP_044560803.1,uncharacterized protein FDP41_004766
MBO6208444.1,phage tail tape measure protein
MBO6208444.1,phage tail tape measure protein
WP_062694409.1,hypothetical protein
WP_062694409.1,hypothetical protein
XP_003887031.1,hypothetical protein EHEL_031550
ADX98090.1,valyl-tRNA synthetase domain protein
WP_229257341.1,hypothetical protein
GBG84870.1,hypothetical protein CBR_g39245
MBP0968239.1,SulP family inorganic anion transporter
WP_051599263.1,hypothetical protein
DAV09902.1,TPA: MAG TPA: tail tape measure
WP_198022757.1,hypothetical protein
HAP77670.1,hypothetical protein
EWM28819.1,hypothetical protein Naga_100002g42
XP_013757334.1,leucine-rich repeat containing protein
WP_065524806.1,hypothetical protein
TET43008.1,hypothetical protein E3J60_01280
NWX39275.1,DRC1 protein
XP_045588431.1,RNA polymerase II degradation factor 1-like
WP_155913664.1,histone
MBO5288094.1,hypothetical protein
KAF8476327.1,ankyrin repeat-containing domain protein
KAF8476327.1,ankyrin repeat-containing domain protein
MCB1269506.1,DUF1640 domain-containing protein
HGY26338.1,hypothetical protein
HGY26338.1,hypothetical protein
KAH9575098.1,hypothetical protein CY35_01G094100
WP_047975765.1,helix-hairpin-helix domain-containing protein
MCE9586646.1,hypothetical protein
SQG00490.1,Uncharacterised protein
WP_169182516.1,polysaccharide lyase
WP_232130084.1,hypothetical protein
XP_045148195.1,uncharacterized protein C6orf15 homolog
KAH6575994.1,hypothetical protein BASA60_004719
MCA9961629.1,hypothetical protein
VFQ85868.1,unnamed protein product
MCC2672321.1,hypothetical protein
KAH8549476.1,hypothetical protein BGW37DRAFT_558907
XP_010325174.1,uncharacterized protein LOC104648861
GCB86837.1,hypothetical protein
XP_043232278.1,trithorax group protein osa-like
DAR29359.1,TPA: MAG TPA: minor tail protein
XP_026198809.1,coiled-coil domain-containing protein 186-like
XP_038858946.1,uncharacterized protein LOC120055102
MBM4418805.1,hypothetical protein
WP_162455025.1,hypothetical protein
WP_211687451.1,glycosyltransferase
XP_004620261.1,PREDICTED: uncharacterized protein C20orf85 homolog
QJB19565.1,DNA pilot protein
DAE40602.1,TPA: MAG TPA: hypothetical protein
TNN63886.1,Pollen-specific leucine-rich repeat extensin-like protein 4
WP_193598522.1,DUF2877 domain-containing protein
XP_026098004.1,uncharacterized protein LOC113069212
MBI4655325.1,hypothetical protein
MBI2606164.1,hypothetical protein
RLD15993.1,hypothetical protein DRI50_02950
WP_163275325.1,tape measure protein
NUM68857.1,hypothetical protein
KAG8378526.1,hypothetical protein BUALT_Bualt08G0146200
KAG9265683.1,carbonic anhydrase 4-like
XP_044722863.1,uncharacterized protein HRG_03366
CAF2033035.1,unnamed protein product
ROT79848.1,putative growth/differentiation factor 11
KAI0032744.1,hypothetical protein K488DRAFT_85568
CAG2231008.1,unnamed protein product
PZN50823.1,hypothetical protein DIU61_14445
SDD49727.1,hypothetical protein SAMN05428987_4987
MBW4528271.1,hypothetical protein
NBU20014.1,hypothetical protein
NBU20014.1,hypothetical protein
UCG63712.1,MAG: HEAT repeat domain-containing protein
WP_033829092.1,phage tail tape measure protein
WP_033829092.1,phage tail tape measure protein
KAH7385351.1,hypothetical protein DE146DRAFT_199704
OWF52980.1,Protein FAM83H
PAA53209.1,hypothetical protein BOX15_Mlig027267g1
WP_054113812.1,hypothetical protein
WP_227547293.1,phage tail tape measure protein
WP_137939656.1,hypothetical protein
MYA32881.1,hypothetical protein
MYA32881.1,hypothetical protein
WP_196936349.1,hypothetical protein
KAF4448690.1,ankyrin repeat domain-containing protein
WP_017935429.1,DoxX family protein
KAH8752421.1,ankyrin repeat-containing domain protein
AVD97080.1,hypothetical protein
TFK39740.1,heterokaryon incompatibility protein Het-C-domain-containing protein
UJG39657.1,hypothetical protein K9W45_07240
UJG39657.1,hypothetical protein K9W45_07240
MBL8777840.1,hypothetical protein
RXG54557.1,FMRFamide-related neuropeptide
WP_233878545.1,tape measure protein
MBO8167547.1,SHOCT domain-containing protein
WP_105194247.1,hypothetical protein
GBM20740.1,hypothetical protein AVEN_105967-1
MBH1495505.1,histone
KQW07659.1,hypothetical protein ASC66_01270
KAG0131823.1,hypothetical protein HOY82DRAFT_559214
KAH1025151.1,hypothetical protein HUJ05_009932
KAH1025151.1,hypothetical protein HUJ05_009932
KAH1025151.1,hypothetical protein HUJ05_009932
KAH1025151.1,hypothetical protein HUJ05_009932
MBS3778530.1,hypothetical protein
MBT4825789.1,T9SS type B sorting domain-containing protein
MBT4825789.1,T9SS type B sorting domain-containing protein
WP_126141666.1,hypothetical protein
KAF9762675.1,hypothetical protein NGRA_1852
WP_012985807.1,phage tail tape measure protein
SHM20629.1,hypothetical protein SAMN05443668_1015
MCC7446482.1,tetratricopeptide repeat protein
TML52666.1,hypothetical protein E6G15_10500
MBO4669453.1,phasin family protein
MBO4669453.1,phasin family protein
MCB0034887.1,hypothetical protein
XP_001292739.1,hypothetical protein
MBI2458963.1,hypothetical protein
MBI3944726.1,HEAT repeat domain-containing protein
WP_055433520.1,hypothetical protein
WP_072151206.1,hypothetical protein
GCB86049.1,hypothetical protein
XP_040689859.1,uncharacterized protein ASPWEDRAFT_28756
WP_215923515.1,hypothetical protein
MXZ75667.1,sigma-54-dependent Fis family transcriptional regulator
MBT37996.1,hypothetical protein
MBT37996.1,hypothetical protein
MBT37996.1,hypothetical protein
WP_179912577.1,DUF3618 domain-containing protein
WP_184825744.1,HU family DNA-binding protein
WP_184092540.1,hypothetical protein
WP_069163157.1,hypothetical protein
CAE1310617.1,unnamed protein product
WP_073153658.1,phage tail tape measure protein
WP_078015253.1,MULTISPECIES: ParA family protein
MBI2758798.1,phage tail length tape measure family protein
MQA15940.1,hypothetical protein
KAF0287270.1,Protein Shroom4
UCE30566.1,MAG: hypothetical protein JSW68_10940
MBQ7095516.1,hypothetical protein
WP_014242922.1,hypothetical protein
MBQ3415909.1,hypothetical protein
RKI86706.1,phage tail tape measure protein
ORY86480.1,hypothetical protein LY90DRAFT_663129
XP_035581344.1,EZH inhibitory protein
XP_035581344.1,EZH inhibitory protein
XP_013774997.1,serine/threonine-protein kinase PRP4 homolog
WP_131917985.1,hypothetical protein
CEH16805.1,LATE EMBRYOGENESIS ABUNDANT (PLANTS) LEA-RELATED
MBP8057892.1,hypothetical protein
OCT58659.1,hypothetical protein XELAEV_18001800mg
HEP47551.1,hypothetical protein
HEP47551.1,hypothetical protein
WP_233048879.1,phage tail tape measure protein
MBS1689782.1,pseudouridine synthase
WP_080144248.1,YtxH domain-containing protein
XP_020787221.1,E3 ubiquitin-protein ligase TTC3
XP_020787221.1,E3 ubiquitin-protein ligase TTC3
WP_150479498.1,transglycosylase SLT domain-containing protein
HET59262.1,hypothetical protein
SCZ90723.1,BZ3500_MvSof-1268-A1-R1_Chr1-3g02186
GAQ81865.1,hypothetical protein KFL_000930110
KXJ85471.1,hypothetical protein Micbo1qcDRAFT_209952
XP_041377443.1,glycine-rich cell wall structural protein 
MBS4750966.1,PblA
WP_185959860.1,phage tail tape measure protein
WP_076657651.1,tape measure protein
GFP91229.1,embryonic protein dc-8
XP_025337343.1,uncharacterized protein CXQ87_004694
KAE8250715.1,hypothetical protein A4X13_0g4457
WP_023055817.1,phage tail tape measure protein
WP_038528265.1,tape measure protein
WP_207103829.1,hypothetical protein
PWM54513.1,hypothetical protein DBX41_00090
WP_225026332.1,apolipoprotein A1/A4/E family protein
WP_115594798.1,hypothetical protein
WP_147489260.1,MotA/TolQ/ExbB proton channel family protein
KLU68287.1,hypothetical protein RHS_5888
TMW59542.1,hypothetical protein Poli38472_004611
WP_158716249.1,hypothetical protein
MBK8178723.1,ankyrin repeat domain-containing protein
XP_037282076.1,fibroin heavy chain-like
MTI21050.1,leucine-rich repeat domain-containing protein
MTI21050.1,leucine-rich repeat domain-containing protein
MBT7308011.1,hypothetical protein
MBI3229502.1,DUF4150 domain-containing protein
RNB93346.1,hypothetical protein EDM60_22255
HII98767.1,hypothetical protein
MBS1958524.1,hypothetical protein
WP_014812493.1,ankyrin repeat domain-containing protein
WP_198473850.1,kinesin
WP_198473850.1,kinesin
WP_198473850.1,kinesin
WP_198473850.1,kinesin
BCD61139.1,hypothetical protein NitYY0810_P01
KAF5837224.1,hypothetical protein DUNSADRAFT_4679
WP_172630444.1,DUF883 family protein
XP_045583057.1,collagen alpha-1(I) chain-like
SDT26049.1,hypothetical protein SAMN05444162_3591
XP_044675487.1,Beauvericin nonribosomal cyclodepsipeptide synthetase bea1
MBE7438314.1,GAF domain-containing protein
GFQ76706.1,hypothetical protein TNCT_130141
MBQ2291863.1,hypothetical protein
NNJ93297.1,tetratricopeptide repeat protein
HBG9984192.1,phage tail tape measure protein
WP_126842549.1,hypothetical protein
DAH51824.1,TPA: MAG TPA: minor tail protein
CAD7938783.1,unnamed protein product
CAD7938783.1,unnamed protein product
CAG5120624.1,unnamed protein product
WP_151083853.1,hypothetical protein
NLN63589.1,OmpA family protein
WP_202415749.1,MULTISPECIES: hypothetical protein
ETI82535.1,Gp14
ETI82535.1,Gp14
DAY62951.1,TPA: MAG TPA: minor tail protein
WP_076767910.1,hypothetical protein
HCR71224.1,hypothetical protein
WP_133512285.1,helix-hairpin-helix domain-containing protein
WP_133512285.1,helix-hairpin-helix domain-containing protein
WP_126197203.1,hypothetical protein
XP_019041310.1,hypothetical protein WICANDRAFT_82212
EFZ35176.1,hypothetical protein HMPREF0542_10761
OSX75010.1,hypothetical protein BU14_0258s0015
WP_133529082.1,hypothetical protein
WP_113699187.1,hypothetical protein
MBN4046659.1,hypothetical protein
MBN4046659.1,hypothetical protein
XP_018424983.1,PREDICTED: putative protein TPRXL
XP_026677430.1,uncharacterized protein LOC113466321
DAD71160.1,TPA: MAG TPA: minor tail protein
MBW2672265.1,hypothetical protein
NP_001339937.1,uncharacterized protein LOC110485088
WP_080050321.1,phage tail tape measure protein
XP_005843265.1,hypothetical protein CHLNCDRAFT_141392
XP_042173703.1,uncharacterized protein LOC121845795 isoform X2
RYP16581.1,hypothetical protein DL765_005042
WP_052679488.1,hypothetical protein
WP_143516322.1,tape measure protein
XP_043166719.1,uncharacterized protein ALTATR162_LOCUS3178
XP_043166719.1,uncharacterized protein ALTATR162_LOCUS3178
NLJ37559.1,hypothetical protein
ATU82717.1,venom apolipophorin-like protein 1
DAP05292.1,TPA: MAG TPA: minor tail protein
DAP05292.1,TPA: MAG TPA: minor tail protein
KAF7138536.1,hypothetical protein RHSIM_Rhsim07G0238800
XP_026689233.1,uncharacterized protein LOC113473921
XP_018335961.1,putative leucine-rich repeat-containing protein DDB_G0290503
MBL8793915.1,DUF883 family protein
TNN56451.1,hypothetical protein EYF80_033321
XP_001303767.1,viral A-type inclusion protein
PAA47845.1,hypothetical protein BOX15_Mlig017450g1
MBF0173473.1,DUF1640 domain-containing protein
RKZ13999.1,hypothetical protein DRQ32_00360
MBF0620644.1,hypothetical protein
MBR3568211.1,hypothetical protein
OPZ33503.1,hypothetical protein BWY99_02707
XP_038058399.1,uncharacterized protein LOC119729748
QBZ62446.1,hypothetical protein PoMZ_11327
MBU0619147.1,hypothetical protein
MSO78977.1,hypothetical protein
KAF2902976.1,hypothetical protein ILUMI_03203
VDO62536.1,unnamed protein product
VZI51205.1,unnamed protein product
KAG8291469.1,hypothetical protein J6590_059640
CAB3380524.1,Hypothetical predicted protein
OHT09530.1,hypothetical protein TRFO_21579
WP_058998412.1,phage tail tip lysozyme
WP_045076274.1,hypothetical protein
XP_026436075.1,late embryogenesis abundant protein Dc3-like
KAI0513237.1,ankyrin repeat-containing protein
TQV95957.1,hypothetical protein IF1G_05786
KAE8588935.1,hypothetical protein XENTR_v10022823
XP_044731431.1,uncharacterized protein LOC123294462
KAA0032936.1,hypothetical protein E6C27_scaffold269G00090
MBR1852621.1,hypothetical protein
XP_041081440.1,microtubule-associated tumor suppressor 1 homolog isoform X1
WP_163581635.1,septation ring formation regulator EzrA
ODQ63162.1,hypothetical protein NADFUDRAFT_48359
DAE41351.1,TPA: MAG TPA: tail tape measure protein
WP_093846776.1,hypothetical protein
MBK8028747.1,pseudouridine synthase
WP_089953635.1,hypothetical protein
CAE1167053.1,unnamed protein product
MCD6510691.1,apolipoprotein A1/A4/E family protein
WP_239311586.1,MULTISPECIES: hypothetical protein
MBO0734793.1,hypothetical protein
MBO0734793.1,hypothetical protein
XP_044907020.1,basic proline-rich protein-like
MBV7336008.1,cytochrome P450
XP_021952262.1,uncharacterized protein LOC110849194
MBM3561406.1,hypothetical protein
WP_235870320.1,hypothetical protein
WP_106517448.1,hypothetical protein
WP_106517448.1,hypothetical protein
WP_038695734.1,hypothetical protein
MBQ9901123.1,hypothetical protein
XP_033526155.1,uncharacterized protein P153DRAFT_202636
WP_212996155.1,HU family DNA-binding protein
MCA8924063.1,hypothetical protein
MBR1869943.1,phage tail tape measure protein
WP_131927394.1,phage tail tape measure protein
WP_230440832.1,hypothetical protein
MAC34214.1,hypothetical protein
GFO03687.1,Arginine/serine-rich protein pnisr
WP_240179230.1,unnamed protein product
MBU1019928.1,hypothetical protein
XP_035278926.1,pre-mRNA-processing factor 39-like isoform X3
XP_035278926.1,pre-mRNA-processing factor 39-like isoform X3
RRN74111.1,SafA/ExsA family spore coat assembly protein
DAU81852.1,TPA: MAG TPA: minor tail protein
DAU81852.1,TPA: MAG TPA: minor tail protein
WP_062214604.1,phage tail tape measure protein
WP_062214604.1,phage tail tape measure protein
XP_037492139.1,proline-rich protein 4
DAF35333.1,TPA: MAG TPA: minor tail protein
XP_046568871.1,LOW QUALITY PROTEIN: uncharacterized protein LOC124277266
OIP84867.1,hypothetical protein AUK37_05155
MBU4356382.1,ankyrin repeat domain-containing protein
MBR3163779.1,phage tail tape measure protein
WP_231824453.1,hypothetical protein
WP_231824453.1,hypothetical protein
XP_029703453.1,uncharacterized protein LOC115252426
MBE5901966.1,hypothetical protein
WP_230350820.1,type III secretion system translocon subunit SctE
MCA9455042.1,hypothetical protein
DAO77690.1,TPA: MAG TPA: minor tail protein
MBT3784860.1,hypothetical protein
QWY81837.1,tape measure protein
ODU48215.1,hypothetical protein ABS96_01170
MBO4416079.1,transglutaminase domain-containing protein
WP_227618791.1,phage tail tape measure protein
NLO52723.1,AsmA family protein
TFG03118.1,hypothetical protein EU542_03340
MBP8145151.1,DEAD/DEAH box helicase
XP_046339069.1,uncharacterized threonine-rich GPI-anchored glycoprotein PJ466
MBI3927046.1,VWA domain-containing protein
KAG5856209.1,hypothetical protein ANANG_G00005610
MBR0340755.1,hypothetical protein
WP_167939925.1,pseudouridine synthase
XP_025362829.1,hypothetical protein BDZ90DRAFT_231966
KAG0361892.1,hypothetical protein BGZ54_008884
RPB16650.1,ankyrin
CAA6807078.1,Unknown protein
ORX46289.1,hypothetical protein DM01DRAFT_1349055
NLF29645.1,hypothetical protein
MCB9762463.1,response regulator
WP_052341303.1,hypothetical protein
EFX81278.1,hypothetical protein DAPPUDRAFT_242569
MCB1133127.1,hypothetical protein
MBM2852263.1,hypothetical protein
XP_009851695.1,hypothetical protein NEUTE1DRAFT_122689
WP_182043072.1,hypothetical protein
WP_138314814.1,phage tail tape measure protein
WP_189635700.1,hypothetical protein
CZR55575.1,related to ankyrin
WP_120407678.1,hypothetical protein
XP_022465419.1,hypothetical protein KNAG_0G01150
MBS1905466.1,apolipoprotein A1/A4/E family protein
MBN93603.1,hypothetical protein
GHG93801.1,hypothetical protein GCM10017674_23770
MBW8050210.1,hypothetical protein
NBR81468.1,hypothetical protein
MCA9124705.1,HEAT repeat domain-containing protein
MCA9124705.1,HEAT repeat domain-containing protein
KAF6264261.1,hypothetical protein COO60DRAFT_1660272
WP_161798185.1,hypothetical protein
XP_039599452.1,serine/arginine repetitive matrix protein 2-like isoform X2
AEW85879.1,"phage tail tape measure protein, TP901 family"
CAE1306858.1,unnamed protein product
RYP44175.1,hypothetical protein DL768_009323
RYP44175.1,hypothetical protein DL768_009323
CAE7524847.1,Gp1ba
CAE7524847.1,Gp1ba
CAE7524847.1,Gp1ba
MCC6557444.1,hypothetical protein
MCC6557444.1,hypothetical protein
KAF9377149.1,hypothetical protein CPC16_011964
SDP73422.1,morphogenetic protein associated with SpoVID
MBL6723596.1,AAA family ATPase
WP_188355041.1,DivIVA domain-containing protein
XP_029836779.3,uncharacterized protein LOC115320770
APV50653.1,hypothetical protein BWI17_13720
HGR75016.1,hypothetical protein
KAH9401782.1,hypothetical protein TYRP_017188
